founded,industry,count
1846,telecommunications,3
1846,restaurants,1
1846,farming,1
1846,religious institutions,14
1846,medical practice,2
1846,entertainment,1
1846,non-profit organization management,10
1846,food & beverages,3
1846,printing,2
1846,banking,9
1846,music,1
1846,hospitality,6
1846,real estate,1
1846,legal services,3
1846,publishing,1
1846,civil engineering,1
1846,biotechnology,2
1846,higher education,15
1846,museums and institutions,4
1846,sports,2
1846,packaging and containers,4
1846,shipbuilding,1
1846,retail,4
1846,wine and spirits,2
1846,logistics and supply chain,1
1846,construction,2
1846,public policy,1
1846,architecture & planning,2
1846,"health, wellness and fitness",2
1846,business supplies and equipment,2
1846,cosmetics,1
1846,civic & social organization,2
1846,automotive,2
1846,translation and localization,1
1846,investment management,1
1846,international trade and development,2
1846,judiciary,1
1846,law practice,10
1846,events services,3
1846,primary/secondary education,7
1846,newspapers,7
1846,financial services,4
1846,consumer goods,5
1846,philanthropy,2
1846,food production,1
1846,machinery,5
1846,insurance,1
1846,design,1
1846,government relations,1
1847,publishing,5
1847,hospital & health care,11
1847,retail,4
1847,supermarkets,2
1847,mechanical or industrial engineering,4
1847,textiles,3
1847,fine art,3
1847,maritime,6
1847,electrical/electronic manufacturing,3
1847,museums and institutions,1
1847,oil & energy,1
1847,consumer goods,2
1847,luxury goods & jewelry,1
1847,sports,1
1847,professional training & coaching,1
1847,political organization,1
1847,broadcast media,1
1847,medical practice,3
1847,insurance,13
1847,government administration,21
1847,medical devices,6
1847,automotive,3
1847,civic & social organization,7
1847,building materials,4
1847,research,1
1847,music,1
1847,sporting goods,1
1847,wine and spirits,3
1847,printing,2
1847,tobacco,2
1847,law practice,1
1847,wholesale,5
1847,mining & metals,3
1847,marketing and advertising,2
1847,judiciary,1
1847,ranching,1
1847,religious institutions,12
1847,warehousing,1
1847,real estate,11
1847,entertainment,2
1847,utilities,6
1847,construction,4
1847,education management,10
1847,photography,2
1847,philanthropy,1
1847,online media,1
1847,food production,2
1847,civil engineering,1
1847,investment banking,1
1847,human resources,1
1847,higher education,14
1847,food & beverages,9
1847,furniture,3
1847,primary/secondary education,8
1847,financial services,2
1847,legal services,5
1847,non-profit organization management,9
1847,law enforcement,3
1847,consumer services,1
1847,pharmaceuticals,3
1847,paper & forest products,2
1847,individual & family services,2
1847,transportation/trucking/railroad,6
1847,commercial real estate,3
1847,renewables & environment,2
1847,banking,4
1847,chemicals,3
1847,industrial automation,2
1847,"health, wellness and fitness",2
1847,hospitality,6
1847,"leisure, travel & tourism",1
1847,newspapers,5
1847,veterinary,1
1847,logistics and supply chain,3
1847,media production,1
1848,music,1
1848,mechanical or industrial engineering,7
1848,religious institutions,9
1848,individual & family services,6
1848,oil & energy,2
1848,building materials,6
1848,civil engineering,1
1848,environmental services,1
1848,consumer electronics,1
1848,consumer services,1
1848,law enforcement,5
1848,food production,3
1848,international affairs,1
1848,libraries,2
1848,plastics,1
1848,information technology and services,1
1848,hospital & health care,8
1848,computer software,1
1848,textiles,7
1848,military,1
1848,wine and spirits,4
1848,mining & metals,1
1848,management consulting,2
1848,entertainment,1
1848,public policy,1
1848,legal services,1
1848,architecture & planning,1
1848,consumer goods,1
1848,electrical/electronic manufacturing,1
1848,food & beverages,5
1848,media production,1
1848,retail,6
1848,chemicals,3
1848,banking,9
1848,machinery,6
1848,wholesale,6
1848,public relations and communications,2
1848,newspapers,6
1848,farming,3
1848,judiciary,2
1848,civic & social organization,2
1848,philanthropy,1
1848,events services,1
1848,government relations,1
1848,pharmaceuticals,2
1848,government administration,34
1848,construction,9
1848,education management,12
1848,luxury goods & jewelry,6
1848,political organization,3
1848,international trade and development,3
1848,business supplies and equipment,2
1848,higher education,17
1848,real estate,3
1848,logistics and supply chain,2
1848,import and export,2
1848,utilities,3
1848,publishing,1
1848,financial services,9
1848,insurance,10
1848,executive office,1
1848,non-profit organization management,9
1848,law practice,5
1848,mental health care,1
1848,printing,5
1848,transportation/trucking/railroad,5
1848,defense & space,2
1848,automotive,4
1848,hospitality,1
1848,museums and institutions,2
1848,medical practice,2
1848,primary/secondary education,3
1848,paper & forest products,2
1848,design,1
1848,packaging and containers,1
1848,public safety,1
1848,sports,1
1848,human resources,1
1849,medical practice,2
1849,religious institutions,12
1849,retail,5
1849,cosmetics,2
1849,higher education,14
1849,judiciary,4
1849,research,1
1849,accounting,3
1849,law practice,7
1849,printing,2
1849,political organization,3
1849,investment management,1
1849,shipbuilding,1
1849,consumer electronics,1
1849,medical devices,2
1849,sports,1
1849,media production,1
1849,construction,6
1849,wine and spirits,2
1849,education management,9
1849,financial services,9
1849,chemicals,1
1849,"health, wellness and fitness",4
1849,events services,2
1849,business supplies and equipment,1
1849,farming,1
1849,philanthropy,2
1849,packaging and containers,2
1849,marketing and advertising,1
1849,food & beverages,4
1849,insurance,6
1849,utilities,5
1849,primary/secondary education,7
1849,libraries,2
1849,legal services,4
1849,management consulting,1
1849,law enforcement,3
1849,legislative office,1
1849,international trade and development,2
1849,machinery,3
1849,maritime,1
1849,hospitality,2
1849,publishing,3
1849,"leisure, travel & tourism",1
1849,building materials,3
1849,hospital & health care,12
1849,government relations,2
1849,real estate,2
1849,executive office,1
1849,civic & social organization,4
1849,pharmaceuticals,1
1849,non-profit organization management,15
1849,individual & family services,4
1849,food production,3
1849,consumer goods,3
1849,mechanical or industrial engineering,4
1849,textiles,3
1849,consumer services,2
1849,furniture,1
1849,paper & forest products,1
1849,electrical/electronic manufacturing,1
1849,government administration,25
1849,banking,9
1849,transportation/trucking/railroad,2
1849,luxury goods & jewelry,2
1849,recreational facilities and services,1
1849,museums and institutions,3
1849,newspapers,5
1849,entertainment,1
1849,wholesale,1
1849,restaurants,1
1849,automotive,6
1849,oil & energy,1
1849,aviation & aerospace,1
1850,broadcast media,1
1850,import and export,1
1850,mechanical or industrial engineering,8
1850,textiles,8
1850,banking,10
1850,newspapers,5
1850,religious institutions,25
1850,machinery,10
1850,utilities,2
1850,arts and crafts,3
1850,fine art,3
1850,financial services,9
1850,wine and spirits,7
1850,architecture & planning,5
1850,maritime,8
1850,museums and institutions,1
1850,chemicals,2
1850,libraries,1
1850,medical practice,2
1850,information services,2
1850,logistics and supply chain,1
1850,medical devices,2
1850,judiciary,2
1850,investment banking,1
1850,writing and editing,1
1850,music,1
1850,telecommunications,1
1850,wholesale,8
1850,individual & family services,7
1850,education management,18
1850,building materials,6
1850,non-profit organization management,11
1850,food & beverages,19
1850,government administration,61
1850,hospital & health care,10
1850,packaging and containers,5
1850,consumer goods,7
1850,electrical/electronic manufacturing,5
1850,mining & metals,1
1850,accounting,2
1850,public safety,5
1850,railroad manufacture,1
1850,public policy,1
1850,events services,1
1850,real estate,9
1850,industrial automation,2
1850,higher education,18
1850,construction,9
1850,government relations,2
1850,transportation/trucking/railroad,8
1850,apparel & fashion,1
1850,legal services,11
1850,research,2
1850,printing,5
1850,"health, wellness and fitness",1
1850,sports,5
1850,civic & social organization,3
1850,business supplies and equipment,1
1850,aviation & aerospace,2
1850,veterinary,1
1850,executive office,1
1850,paper & forest products,1
1850,automotive,4
1850,food production,10
1850,publishing,4
1850,philanthropy,1
1850,retail,8
1850,pharmaceuticals,2
1850,"leisure, travel & tourism",1
1850,security and investigations,3
1850,primary/secondary education,9
1850,design,1
1850,environmental services,3
1850,wireless,1
1850,farming,9
1850,law practice,15
1850,luxury goods & jewelry,5
1850,insurance,9
1850,hospitality,13
1850,oil & energy,1
1850,law enforcement,11
1850,facilities services,2
1850,tobacco,1
1850,entertainment,2
1850,mental health care,1
1850,sporting goods,1
1850,warehousing,1
1850,consumer services,2
1850,shipbuilding,2
1850,military,1
1850,restaurants,1
1851,architecture & planning,1
1851,religious institutions,8
1851,food production,8
1851,publishing,4
1851,non-profit organization management,11
1851,mining & metals,3
1851,government administration,27
1851,music,1
1851,oil & energy,3
1851,building materials,1
1851,libraries,1
1851,maritime,2
1851,government relations,1
1851,events services,1
1851,luxury goods & jewelry,3
1851,investment management,1
1851,utilities,3
1851,media production,3
1851,medical practice,1
1851,online media,1
1851,logistics and supply chain,1
1851,"health, wellness and fitness",5
1851,judiciary,1
1851,computer software,1
1851,insurance,7
1851,real estate,5
1851,cosmetics,1
1851,textiles,3
1851,packaging and containers,1
1851,public safety,3
1851,telecommunications,1
1851,primary/secondary education,6
1851,printing,1
1851,banking,15
1851,machinery,4
1851,retail,3
1851,recreational facilities and services,2
1851,museums and institutions,1
1851,mechanical or industrial engineering,4
1851,chemicals,6
1851,newspapers,4
1851,consumer goods,6
1851,paper & forest products,5
1851,transportation/trucking/railroad,3
1851,research,1
1851,legislative office,1
1851,fine art,1
1851,business supplies and equipment,1
1851,import and export,1
1851,marketing and advertising,1
1851,legal services,5
1851,construction,4
1851,higher education,23
1851,medical devices,2
1851,financial services,14
1851,wine and spirits,5
1851,civic & social organization,5
1851,hospitality,5
1851,individual & family services,8
1851,"glass, ceramics & concrete",2
1851,law practice,8
1851,consumer electronics,1
1851,tobacco,1
1851,pharmaceuticals,2
1851,wireless,1
1851,restaurants,2
1851,renewables & environment,1
1851,food & beverages,8
1851,apparel & fashion,5
1851,law enforcement,10
1851,education management,17
1851,hospital & health care,7
1851,international trade and development,3
1851,investment banking,1
1851,farming,1
1851,electrical/electronic manufacturing,3
1851,performing arts,1
1851,security and investigations,1
1851,sports,4
1851,wholesale,2
1851,furniture,1
1851,accounting,1
1851,design,1
1851,mental health care,1
1851,political organization,1
1852,law practice,11
1852,political organization,1
1852,real estate,3
1852,government relations,2
1852,judiciary,1
1852,events services,2
1852,package/freight delivery,1
1852,management consulting,1
1852,international affairs,2
1852,research,1
1852,religious institutions,17
1852,higher education,14
1852,utilities,5
1852,law enforcement,3
1852,museums and institutions,5
1852,transportation/trucking/railroad,4
1852,recreational facilities and services,1
1852,textiles,2
1852,furniture,2
1852,consumer services,2
1852,entertainment,3
1852,building materials,1
1852,telecommunications,1
1852,food & beverages,7
1852,civil engineering,5
1852,commercial real estate,1
1852,automotive,6
1852,public safety,1
1852,publishing,4
1852,government administration,34
1852,hospital & health care,8
1852,printing,3
1852,mechanical or industrial engineering,6
1852,wine and spirits,3
1852,retail,9
1852,education management,15
1852,industrial automation,2
1852,newspapers,2
1852,pharmaceuticals,1
1852,mental health care,1
1852,primary/secondary education,7
1852,consumer goods,2
1852,banking,16
1852,insurance,7
1852,information technology and services,7
1852,logistics and supply chain,13
1852,legal services,6
1852,ranching,1
1852,arts and crafts,1
1852,construction,6
1852,hospitality,6
1852,mining & metals,3
1852,civic & social organization,4
1852,individual & family services,6
1852,marketing and advertising,3
1852,maritime,3
1852,accounting,1
1852,environmental services,1
1852,non-profit organization management,10
1852,paper & forest products,2
1852,business supplies and equipment,1
1852,libraries,2
1852,"health, wellness and fitness",7
1852,wholesale,5
1852,food production,12
1852,machinery,12
1852,financial services,3
1852,sporting goods,2
1852,fine art,2
1852,electrical/electronic manufacturing,1
1852,apparel & fashion,1
1852,restaurants,2
1852,performing arts,2
1852,packaging and containers,1
1852,chemicals,4
1852,railroad manufacture,2
1852,information services,1
1852,farming,1
1853,chemicals,5
1853,wine and spirits,3
1853,architecture & planning,3
1853,hospitality,7
1853,mechanical or industrial engineering,9
1853,consumer goods,6
1853,food production,11
1853,renewables & environment,2
1853,law practice,15
1853,civic & social organization,3
1853,design,1
1853,religious institutions,24
1853,food & beverages,12
1853,museums and institutions,6
1853,individual & family services,1
1853,consumer services,3
1853,construction,9
1853,industrial automation,1
1853,transportation/trucking/railroad,4
1853,railroad manufacture,1
1853,real estate,3
1853,farming,1
1853,recreational facilities and services,1
1853,business supplies and equipment,1
1853,accounting,1
1853,oil & energy,6
1853,government administration,37
1853,utilities,4
1853,higher education,18
1853,telecommunications,4
1853,pharmaceuticals,2
1853,professional training & coaching,1
1853,automotive,1
1853,"health, wellness and fitness",5
1853,apparel & fashion,3
1853,internet,1
1853,motion pictures and film,1
1853,"leisure, travel & tourism",1
1853,public safety,2
1853,public policy,3
1853,mining & metals,2
1853,biotechnology,1
1853,military,1
1853,education management,14
1853,environmental services,9
1853,hospital & health care,13
1853,non-profit organization management,21
1853,financial services,5
1853,mental health care,1
1853,packaging and containers,3
1853,legal services,4
1853,primary/secondary education,4
1853,publishing,3
1853,maritime,2
1853,marketing and advertising,1
1853,insurance,12
1853,restaurants,1
1853,events services,1
1853,electrical/electronic manufacturing,2
1853,paper & forest products,2
1853,banking,11
1853,law enforcement,6
1853,retail,12
1853,medical practice,1
1853,textiles,2
1853,entertainment,2
1853,medical devices,6
1853,newspapers,5
1853,machinery,7
1853,logistics and supply chain,4
1853,ranching,1
1853,music,6
1853,building materials,5
1853,libraries,4
1853,luxury goods & jewelry,3
1853,import and export,1
1853,aviation & aerospace,2
1853,investment banking,1
1853,sports,1
1853,government relations,1
1854,civil engineering,2
1854,machinery,17
1854,mechanical or industrial engineering,10
1854,mining & metals,4
1854,research,5
1854,philanthropy,2
1854,government administration,36
1854,law practice,12
1854,information services,1
1854,retail,9
1854,individual & family services,3
1854,accounting,3
1854,photography,1
1854,legal services,3
1854,medical devices,1
1854,furniture,1
1854,consumer goods,3
1854,logistics and supply chain,1
1854,telecommunications,2
1854,railroad manufacture,1
1854,apparel & fashion,1
1854,political organization,11
1854,hospital & health care,13
1854,higher education,20
1854,building materials,8
1854,wholesale,6
1854,chemicals,5
1854,real estate,6
1854,museums and institutions,7
1854,military,3
1854,professional training & coaching,1
1854,banking,15
1854,construction,7
1854,business supplies and equipment,2
1854,maritime,1
1854,warehousing,1
1854,electrical/electronic manufacturing,2
1854,broadcast media,1
1854,music,1
1854,design,2
1854,sports,1
1854,sporting goods,1
1854,restaurants,1
1854,insurance,7
1854,non-profit organization management,14
1854,"leisure, travel & tourism",1
1854,luxury goods & jewelry,7
1854,newspapers,8
1854,textiles,6
1854,events services,1
1854,import and export,1
1854,transportation/trucking/railroad,6
1854,education management,16
1854,civic & social organization,5
1854,arts and crafts,2
1854,architecture & planning,2
1854,mental health care,2
1854,consumer services,1
1854,renewables & environment,1
1854,recreational facilities and services,3
1854,printing,5
1854,management consulting,1
1854,cosmetics,1
1854,public safety,3
1854,primary/secondary education,15
1854,libraries,2
1854,food production,5
1854,food & beverages,4
1854,publishing,5
1854,defense & space,1
1854,venture capital & private equity,1
1854,utilities,4
1854,computer software,2
1854,investment management,1
1854,farming,1
1854,entertainment,3
1854,"health, wellness and fitness",7
1854,plastics,2
1854,law enforcement,7
1854,religious institutions,14
1854,wine and spirits,5
1854,medical practice,2
1854,hospitality,11
1854,information technology and services,1
1854,industrial automation,1
1854,financial services,4
1854,environmental services,2
1854,legislative office,1
1854,fund-raising,1
1854,shipbuilding,1
1854,oil & energy,1
1854,packaging and containers,1
1854,automotive,1
1854,facilities services,1
1855,law enforcement,11
1855,higher education,22
1855,fund-raising,1
1855,packaging and containers,3
1855,machinery,10
1855,food & beverages,2
1855,aviation & aerospace,1
1855,wine and spirits,2
1855,consumer goods,3
1855,logistics and supply chain,2
1855,information services,1
1855,sports,2
1855,mechanical or industrial engineering,3
1855,"glass, ceramics & concrete",1
1855,printing,1
1855,primary/secondary education,8
1855,hospitality,7
1855,newspapers,7
1855,publishing,4
1855,medical practice,2
1855,law practice,5
1855,design,1
1855,public relations and communications,1
1855,commercial real estate,1
1855,marketing and advertising,1
1855,government administration,39
1855,political organization,3
1855,building materials,9
1855,banking,9
1855,construction,14
1855,real estate,12
1855,pharmaceuticals,2
1855,libraries,4
1855,food production,4
1855,telecommunications,2
1855,financial services,4
1855,executive office,1
1855,performing arts,2
1855,oil & energy,4
1855,automotive,1
1855,electrical/electronic manufacturing,1
1855,professional training & coaching,1
1855,entertainment,1
1855,sporting goods,1
1855,public policy,1
1855,arts and crafts,1
1855,legal services,1
1855,religious institutions,9
1855,mining & metals,1
1855,non-profit organization management,8
1855,wholesale,6
1855,civic & social organization,9
1855,chemicals,7
1855,individual & family services,3
1855,luxury goods & jewelry,3
1855,consumer services,1
1855,recreational facilities and services,1
1855,architecture & planning,1
1855,retail,2
1855,transportation/trucking/railroad,1
1855,military,1
1855,cosmetics,1
1855,defense & space,1
1855,writing and editing,1
1855,museums and institutions,1
1855,apparel & fashion,1
1855,hospital & health care,9
1855,education management,13
1855,information technology and services,1
1855,plastics,1
1855,investment management,1
1855,paper & forest products,1
1855,maritime,5
1855,farming,1
1855,restaurants,1
1855,public safety,1
1855,"health, wellness and fitness",4
1855,utilities,7
1855,insurance,6
1855,accounting,1
1855,fine art,1
1855,business supplies and equipment,1
1855,import and export,1
1855,railroad manufacture,1
1855,textiles,1
1856,environmental services,1
1856,packaging and containers,1
1856,banking,16
1856,medical devices,4
1856,civil engineering,1
1856,mechanical or industrial engineering,16
1856,telecommunications,2
1856,philanthropy,1
1856,real estate,10
1856,architecture & planning,2
1856,electrical/electronic manufacturing,1
1856,consumer goods,1
1856,sporting goods,1
1856,consumer services,2
1856,executive office,1
1856,investment banking,1
1856,dairy,1
1856,farming,4
1856,government relations,3
1856,publishing,3
1856,newspapers,7
1856,civic & social organization,4
1856,construction,7
1856,retail,13
1856,libraries,2
1856,higher education,16
1856,consumer electronics,1
1856,public safety,4
1856,building materials,6
1856,motion pictures and film,1
1856,primary/secondary education,10
1856,food production,4
1856,facilities services,3
1856,warehousing,2
1856,investment management,1
1856,"leisure, travel & tourism",4
1856,sports,8
1856,law enforcement,4
1856,religious institutions,26
1856,government administration,28
1856,museums and institutions,7
1856,individual & family services,1
1856,automotive,2
1856,information technology and services,2
1856,research,1
1856,utilities,4
1856,financial services,6
1856,renewables & environment,2
1856,insurance,5
1856,wine and spirits,2
1856,transportation/trucking/railroad,3
1856,defense & space,1
1856,cosmetics,1
1856,information services,1
1856,political organization,5
1856,luxury goods & jewelry,3
1856,textiles,7
1856,food & beverages,12
1856,law practice,11
1856,education management,18
1856,apparel & fashion,5
1856,legal services,3
1856,"health, wellness and fitness",2
1856,mental health care,1
1856,shipbuilding,3
1856,entertainment,3
1856,arts and crafts,1
1856,mining & metals,1
1856,music,1
1856,design,1
1856,furniture,1
1856,oil & energy,1
1856,military,2
1856,non-profit organization management,21
1856,wholesale,6
1856,printing,6
1856,import and export,3
1856,hospital & health care,7
1856,chemicals,4
1856,hospitality,10
1856,maritime,4
1856,media production,1
1856,program development,1
1856,machinery,5
1856,aviation & aerospace,1
1856,"glass, ceramics & concrete",2
1856,logistics and supply chain,1
1857,packaging and containers,2
1857,machinery,8
1857,textiles,2
1857,education management,16
1857,electrical/electronic manufacturing,3
1857,food & beverages,9
1857,non-profit organization management,17
1857,maritime,5
1857,music,2
1857,legal services,4
1857,museums and institutions,4
1857,paper & forest products,1
1857,consumer services,2
1857,automotive,4
1857,logistics and supply chain,2
1857,facilities services,1
1857,fine art,1
1857,research,1
1857,chemicals,4
1857,marketing and advertising,3
1857,higher education,17
1857,construction,8
1857,mental health care,1
1857,primary/secondary education,12
1857,e-learning,2
1857,libraries,2
1857,insurance,3
1857,"leisure, travel & tourism",3
1857,media production,2
1857,utilities,5
1857,furniture,2
1857,luxury goods & jewelry,1
1857,"glass, ceramics & concrete",2
1857,government relations,1
1857,mechanical or industrial engineering,6
1857,retail,8
1857,newspapers,3
1857,printing,1
1857,building materials,9
1857,tobacco,1
1857,architecture & planning,1
1857,mining & metals,5
1857,hospitality,6
1857,food production,7
1857,events services,2
1857,design,1
1857,information technology and services,1
1857,wholesale,4
1857,medical practice,1
1857,individual & family services,3
1857,performing arts,1
1857,public safety,2
1857,judiciary,1
1857,graphic design,1
1857,wine and spirits,3
1857,hospital & health care,11
1857,real estate,6
1857,law practice,9
1857,law enforcement,10
1857,publishing,11
1857,executive office,1
1857,consumer goods,5
1857,apparel & fashion,1
1857,farming,1
1857,management consulting,1
1857,oil & energy,2
1857,public policy,1
1857,political organization,1
1857,arts and crafts,1
1857,transportation/trucking/railroad,5
1857,"health, wellness and fitness",9
1857,financial services,16
1857,religious institutions,16
1857,government administration,30
1857,civic & social organization,2
1857,sports,4
1857,industrial automation,1
1857,banking,11
1857,business supplies and equipment,3
1857,shipbuilding,1
1857,civil engineering,3
1857,plastics,1
1857,renewables & environment,1
1857,capital markets,1
1858,sports,9
1858,mining & metals,2
1858,religious institutions,15
1858,pharmaceuticals,4
1858,financial services,4
1858,primary/secondary education,6
1858,civic & social organization,4
1858,international trade and development,2
1858,arts and crafts,1
1858,insurance,10
1858,environmental services,5
1858,government administration,25
1858,newspapers,3
1858,military,1
1858,information technology and services,1
1858,farming,1
1858,design,2
1858,recreational facilities and services,1
1858,apparel & fashion,1
1858,shipbuilding,1
1858,hospital & health care,13
1858,law enforcement,4
1858,individual & family services,4
1858,chemicals,5
1858,food production,6
1858,maritime,5
1858,electrical/electronic manufacturing,1
1858,judiciary,1
1858,facilities services,1
1858,public safety,2
1858,warehousing,1
1858,medical devices,1
1858,writing and editing,2
1858,utilities,3
1858,media production,2
1858,business supplies and equipment,1
1858,"glass, ceramics & concrete",1
1858,telecommunications,1
1858,music,2
1858,consumer goods,4
1858,publishing,4
1858,logistics and supply chain,5
1858,political organization,1
1858,education management,24
1858,banking,12
1858,"health, wellness and fitness",7
1858,non-profit organization management,18
1858,textiles,4
1858,retail,7
1858,wholesale,8
1858,events services,2
1858,hospitality,8
1858,performing arts,3
1858,real estate,5
1858,museums and institutions,2
1858,transportation/trucking/railroad,2
1858,ranching,1
1858,accounting,1
1858,luxury goods & jewelry,4
1858,mental health care,1
1858,renewables & environment,1
1858,construction,7
1858,higher education,19
1858,machinery,4
1858,medical practice,1
1858,law practice,5
1858,research,2
1858,security and investigations,1
1858,restaurants,2
1858,legal services,5
1858,wine and spirits,8
1858,philanthropy,2
1858,paper & forest products,1
1858,management consulting,1
1858,government relations,2
1858,marketing and advertising,2
1858,information services,1
1858,computer software,1
1858,computer & network security,1
1858,packaging and containers,3
1858,building materials,1
1858,mechanical or industrial engineering,7
1858,import and export,4
1858,commercial real estate,1
1858,oil & energy,2
1858,printing,5
1858,tobacco,2
1858,food & beverages,6
1858,furniture,2
1858,photography,1
1858,defense & space,1
1859,government administration,33
1859,non-profit organization management,18
1859,individual & family services,5
1859,electrical/electronic manufacturing,1
1859,automotive,3
1859,insurance,12
1859,apparel & fashion,2
1859,fund-raising,1
1859,investment management,1
1859,medical practice,2
1859,marketing and advertising,2
1859,law practice,6
1859,program development,1
1859,research,2
1859,education management,18
1859,civil engineering,3
1859,higher education,9
1859,food production,9
1859,chemicals,3
1859,mental health care,2
1859,farming,3
1859,military,5
1859,paper & forest products,1
1859,accounting,1
1859,construction,11
1859,sports,4
1859,primary/secondary education,10
1859,maritime,3
1859,banking,15
1859,legal services,4
1859,medical devices,2
1859,hospital & health care,16
1859,"leisure, travel & tourism",2
1859,business supplies and equipment,1
1859,building materials,1
1859,logistics and supply chain,5
1859,security and investigations,1
1859,museums and institutions,1
1859,wine and spirits,9
1859,events services,5
1859,libraries,2
1859,printing,5
1859,utilities,5
1859,machinery,7
1859,renewables & environment,2
1859,textiles,4
1859,"health, wellness and fitness",1
1859,management consulting,1
1859,newspapers,3
1859,food & beverages,2
1859,music,3
1859,hospitality,4
1859,environmental services,1
1859,public policy,1
1859,publishing,4
1859,media production,1
1859,law enforcement,7
1859,wholesale,4
1859,government relations,2
1859,facilities services,1
1859,consumer goods,1
1859,financial services,5
1859,mechanical or industrial engineering,10
1859,oil & energy,4
1859,religious institutions,19
1859,mining & metals,1
1859,retail,5
1859,civic & social organization,6
1859,packaging and containers,2
1859,entertainment,4
1859,transportation/trucking/railroad,4
1859,capital markets,1
1859,telecommunications,2
1859,restaurants,1
1859,real estate,2
1859,defense & space,1
1860,automotive,3
1860,accounting,2
1860,construction,21
1860,business supplies and equipment,7
1860,education management,15
1860,hospitality,11
1860,non-profit organization management,16
1860,apparel & fashion,4
1860,information technology and services,2
1860,mining & metals,10
1860,executive office,2
1860,civic & social organization,7
1860,oil & energy,2
1860,music,1
1860,military,2
1860,supermarkets,1
1860,mental health care,2
1860,publishing,1
1860,political organization,1
1860,online media,1
1860,restaurants,1
1860,marketing and advertising,1
1860,ranching,1
1860,hospital & health care,14
1860,building materials,8
1860,insurance,10
1860,maritime,6
1860,"leisure, travel & tourism",6
1860,shipbuilding,1
1860,medical practice,4
1860,government relations,3
1860,veterinary,2
1860,furniture,8
1860,philanthropy,1
1860,chemicals,6
1860,civil engineering,3
1860,financial services,8
1860,mechanical or industrial engineering,15
1860,government administration,19
1860,"health, wellness and fitness",9
1860,law practice,14
1860,medical devices,3
1860,arts and crafts,6
1860,food production,9
1860,higher education,18
1860,primary/secondary education,8
1860,"glass, ceramics & concrete",3
1860,law enforcement,4
1860,food & beverages,16
1860,performing arts,1
1860,architecture & planning,2
1860,alternative medicine,2
1860,museums and institutions,3
1860,renewables & environment,1
1860,packaging and containers,3
1860,import and export,3
1860,aviation & aerospace,1
1860,facilities services,2
1860,graphic design,1
1860,consumer goods,11
1860,sporting goods,3
1860,legal services,8
1860,wine and spirits,10
1860,luxury goods & jewelry,9
1860,international trade and development,2
1860,defense & space,2
1860,public policy,1
1860,paper & forest products,1
1860,investment banking,2
1860,pharmaceuticals,1
1860,industrial automation,1
1860,real estate,2
1860,sports,11
1860,logistics and supply chain,4
1860,retail,8
1860,machinery,13
1860,farming,10
1860,fine art,1
1860,banking,11
1860,events services,3
1860,electrical/electronic manufacturing,4
1860,wholesale,7
1860,consumer services,6
1860,religious institutions,6
1860,individual & family services,4
1860,design,3
1860,transportation/trucking/railroad,6
1860,research,1
1860,utilities,3
1860,textiles,5
1860,printing,4
1860,newspapers,1
1860,security and investigations,1
1860,information services,1
1861,industrial automation,1
1861,performing arts,3
1861,law enforcement,12
1861,hospital & health care,7
1861,wine and spirits,6
1861,computer networking,1
1861,management consulting,1
1861,e-learning,1
1861,entertainment,4
1861,building materials,1
1861,medical devices,1
1861,renewables & environment,2
1861,higher education,12
1861,maritime,4
1861,government administration,32
1861,food & beverages,7
1861,public safety,3
1861,military,3
1861,printing,5
1861,retail,6
1861,insurance,4
1861,arts and crafts,1
1861,computer & network security,1
1861,hospitality,5
1861,banking,9
1861,education management,8
1861,machinery,9
1861,mechanical or industrial engineering,10
1861,electrical/electronic manufacturing,1
1861,media production,2
1861,publishing,2
1861,research,3
1861,legal services,1
1861,packaging and containers,1
1861,investment management,1
1861,"glass, ceramics & concrete",1
1861,pharmaceuticals,1
1861,capital markets,1
1861,museums and institutions,1
1861,religious institutions,13
1861,civic & social organization,3
1861,newspapers,8
1861,wholesale,8
1861,transportation/trucking/railroad,3
1861,business supplies and equipment,3
1861,consumer goods,3
1861,primary/secondary education,10
1861,mental health care,1
1861,logistics and supply chain,2
1861,real estate,4
1861,music,1
1861,utilities,6
1861,non-profit organization management,6
1861,luxury goods & jewelry,1
1861,mining & metals,4
1861,international trade and development,2
1861,facilities services,3
1861,shipbuilding,1
1861,construction,15
1861,sports,9
1861,government relations,2
1861,financial services,7
1861,information technology and services,3
1861,food production,7
1861,oil & energy,1
1861,medical practice,3
1861,import and export,1
1861,restaurants,1
1861,textiles,5
1861,"leisure, travel & tourism",3
1861,law practice,2
1861,individual & family services,1
1861,fine art,1
1861,tobacco,1
1861,automotive,2
1861,chemicals,1
1861,information services,1
1861,"health, wellness and fitness",2
1861,political organization,1
1861,executive office,1
1862,architecture & planning,5
1862,automotive,11
1862,information technology and services,1
1862,newspapers,3
1862,chemicals,7
1862,hospitality,9
1862,construction,18
1862,banking,14
1862,events services,1
1862,printing,3
1862,museums and institutions,6
1862,machinery,3
1862,fishery,1
1862,military,3
1862,medical practice,2
1862,maritime,2
1862,renewables & environment,1
1862,textiles,2
1862,cosmetics,1
1862,package/freight delivery,1
1862,sporting goods,1
1862,retail,9
1862,recreational facilities and services,1
1862,real estate,3
1862,consumer goods,3
1862,publishing,6
1862,music,7
1862,food & beverages,20
